,molecule_chembl_id,canonical_smiles,bioactivity_class,MolecularWeight,LogP,NumHDonors,NumHAcceptors,PIC50
0,CHEMBL133897,CCOc1nn(-c2cccc(OCc3ccccc3)c2)c(=O)o1,active,312.32500000000005,2.8032000000000004,0.0,6.0,6.1249387366083
1,CHEMBL336398,O=C(N1CCCCC1)n1nc(-c2ccc(Cl)cc2)nc1SCC1CC1,active,376.9130000000002,4.554600000000004,0.0,5.0,7.0
2,CHEMBL131588,CN(C(=O)n1nc(-c2ccc(Cl)cc2)nc1SCC(F)(F)F)c1ccccc1,inactive,426.8510000000001,5.357400000000003,0.0,5.0,4.301029995663981
3,CHEMBL130628,O=C(N1CCCCC1)n1nc(-c2ccc(Cl)cc2)nc1SCC(F)(F)F,active,404.8450000000001,4.706900000000003,0.0,5.0,6.522878745280337
4,CHEMBL130478,CSc1nc(-c2ccc(OC(F)(F)F)cc2)nn1C(=O)N(C)C,active,346.33400000000006,3.095300000000001,0.0,6.0,6.096910013008056
6,CHEMBL130098,CSc1nc(-c2ccc(Cl)cc2)nn1C(=O)N(C)C,active,296.783,2.850100000000001,0.0,5.0,7.0
7,CHEMBL337486,CCCCCCSc1nc(-c2ccc(Cl)cc2)nn1C(=O)N1CCOCC1,inactive,408.95500000000027,4.571200000000005,0.0,6.0,4.301029995663981
8,CHEMBL336538,COc1ccc(-c2nc(SC)n(C(=O)N(C)C)n2)cc1,active,292.364,2.2053000000000003,0.0,6.0,6.096910013008056
9,CHEMBL131051,CSc1nc(-c2ccc(OC(F)(F)F)cc2)nn1C(=O)N(C)c1ccccc1,inactive,408.4050000000001,4.670100000000003,0.0,6.0,4.301029995663981
10,CHEMBL341437,CCSc1nc(-c2ccc(OC)cc2)nn1C(=O)N1CCOCC1,inactive,348.4280000000002,2.3659999999999997,0.0,7.0,4.301029995663981
11,CHEMBL335033,CSc1nc(-c2ccc3ccccc3c2)nn1C(=O)N(C)C,active,312.3980000000001,3.3499000000000017,0.0,5.0,7.301029995663981
12,CHEMBL122983,C[C@H]1C(=O)N(C(=O)NCc2ccccc2)[C@@H]1Oc1ccc(C(=O)C(C)(C)C)cc1,inactive,394.4710000000002,4.0084000000000035,1.0,4.0,4.0
13,CHEMBL338720,CSc1nc(-c2ccc(-c3ccccc3)cc2)nn1C(=O)N(C)C,active,338.4360000000001,3.8637000000000032,0.0,5.0,6.251811972993799
14,CHEMBL339995,CSc1nc(/C=C/c2ccccc2)nn1C(=O)N(C)C,active,288.37600000000003,2.700100000000001,0.0,5.0,8.0
15,CHEMBL335158,CCCCCCSc1nc(-c2ccc(Cl)cc2)nn1C(=O)N1CCCCC1,active,406.9830000000003,5.724900000000006,0.0,5.0,8.0
17,CHEMBL106126,Cc1c(C(C)C)c(=O)on1C(=O)N1CCC[C@H](C)C1,inactive,266.34099999999995,2.5731200000000003,0.0,4.0,4.769551078621726
19,CHEMBL336625,CCCCCCSc1nc(-c2ccc(C)cc2)nn1C(=O)N(C)c1ccccc1,inactive,408.57100000000014,6.0304200000000066,0.0,5.0,4.301029995663981
20,CHEMBL130666,CSc1nc(-c2ccc(Cl)cc2)nn1C(=O)N1CCCCC1,active,336.8480000000002,3.7744000000000026,0.0,5.0,7.585026652029182
21,CHEMBL134061,O=C(N1CCOCC1)n1nc(-c2ccc(Cl)cc2)nc1SCC(F)(F)F,inactive,406.81700000000006,3.553200000000002,0.0,6.0,4.301029995663981
22,CHEMBL133388,CSc1nc(-c2ccc(C)cc2)nn1C(=O)N(C)C,active,276.365,2.5051200000000007,0.0,5.0,6.096910013008056
23,CHEMBL130645,CSc1nc(-c2ccc(Cl)cc2)nn1C(=O)N1CCOCC1,inactive,338.82000000000016,2.620700000000001,0.0,6.0,4.301029995663981
24,CHEMBL133580,CCCCCCSc1nc(-c2ccc(Cl)cc2)nn1C(=O)N(C)c1ccccc1,inactive,428.98900000000015,6.375400000000006,0.0,5.0,4.301029995663981
25,CHEMBL336524,CCSc1nc(-c2ccc(Cl)cc2)nn1C(=O)N(C)C,active,310.81000000000006,3.2402000000000015,0.0,5.0,7.251811972993799
26,CHEMBL336276,CCCCCCSc1nc(-c2ccc(C)cc2)nn1C(=O)N(C)C,active,346.5000000000001,4.455620000000004,0.0,5.0,6.698970004336019
27,CHEMBL334395,CCCSc1nc(-c2ccc(Cl)cc2)nn1C(=O)N(C)C,active,324.8370000000001,3.6303000000000027,0.0,5.0,6.522878745280337
28,CHEMBL131320,Cc1ccc(-c2nc(SCC(F)(F)F)n(C(=O)N(C)C)n2)cc1,active,344.362,3.4376200000000017,0.0,5.0,6.698970004336019
29,CHEMBL339297,COc1nn(-c2ccc(NC(=O)c3ccc(C(C)(C)C)cc3)cc2)c(=O)o1,inactive,367.4050000000001,3.3839000000000015,1.0,6.0,4.301029995663981
30,CHEMBL337714,CSc1nc(-c2ccc(C(F)(F)F)cc2)nn1C(=O)N(C)C,active,330.33500000000004,3.2155000000000022,0.0,5.0,6.301029995663981
31,CHEMBL122575,C[C@H]1C(=O)N(C(=O)NCc2ccccc2)[C@@H]1Oc1ccc(C(=O)O)cc1,inactive,354.3620000000001,2.4778000000000002,2.0,4.0,4.0
32,CHEMBL130704,CSc1nc(-c2ccc(C)cc2)nn1C(=O)N1CCOCC1,inactive,318.40200000000016,2.2757199999999997,0.0,6.0,4.301029995663981
33,CHEMBL46151,CCN(CC)CCS/C(=N\O)C(=O)c1ccc(OC)cc1,inactive,310.41900000000004,2.7406000000000015,1.0,6.0,3.585026652029182
34,CHEMBL54126,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1.[Br-],active,303.19999999999993,-1.052299999999998,0.0,2.0,7.657577319177793
35,CHEMBL297316,C[N+](C)(C)CCS/C(=N\O)C(=O)c1ccc(F)cc1.[Cl-],inactive,320.817,-0.7604999999999988,1.0,4.0,3.0
37,CHEMBL431519,CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCCCCCCCN4CCOCC4)ccc3N(C)[C@@H]12,active,486.7010000000004,4.597100000000005,1.0,6.0,7.3979400086720375
38,CHEMBL296429,Cc1ccc(C(=O)/C(=N/O)SCC[N+](C)(C)C)cc1.[Cl-],inactive,316.85400000000004,-0.5911799999999987,1.0,4.0,3.0
39,CHEMBL154972,N#CC(C#N)=C1Nc2ccccc2N1CCNCc1ccc(CN2CCCCC2)o1,active,402.5020000000003,3.5459600000000027,2.0,7.0,7.136677139879544
41,CHEMBL544022,CCN(CC)CCS/C(=N\O)C(=O)c1ccc(Cl)cc1.Cl,inactive,351.29900000000004,3.807200000000003,1.0,5.0,3.2839966563652006
44,CHEMBL45118,CC[N+](C)(CC)CCS/C(=N\O)C(=O)c1ccc(OC)cc1.[Cl-],inactive,360.90700000000004,-0.11079999999999801,1.0,5.0,3.0
45,CHEMBL542609,Cc1ccc(C(=O)/C(=N/O)SCCN(C)C)cc1.Cl,inactive,302.82699999999994,2.682020000000001,1.0,5.0,3.0
46,CHEMBL155322,CC1CCCCN1Cc1ccc(CNCCN2CCNC2=C(C#N)C#N)o1,active,368.4850000000001,1.90756,2.0,7.0,6.267606240177032
47,CHEMBL154211,N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CCCCC2)o1,active,354.4580000000002,1.519059999999999,2.0,7.0,7.522878745280337
48,CHEMBL1203537,CNC(NCCNCc1ccc(CN2CCCCC2)o1)=C(C#N)C#N.Cl,active,378.9080000000001,1.8446600000000002,3.0,7.0,6.080921907623926
49,CHEMBL86,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,inactive,299.8020000000001,2.0023999999999997,2.0,4.0,4.698970004336019
50,CHEMBL47375,COc1ccc(C(=O)/C(=N/O)SCC[N+](C)(C)C)cc1.[Cl-],inactive,332.85299999999995,-0.8909999999999978,1.0,5.0,3.0
51,CHEMBL542360,CN(C)CCS/C(=N\O)C(=O)c1ccc(Cl)cc1.Cl,inactive,323.24499999999995,3.0270000000000015,1.0,5.0,3.0
52,CHEMBL345849,N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CCC(O)CC2)o1,active,370.45700000000016,0.4898599999999996,3.0,8.0,6.4089353929735005
53,CHEMBL154689,CN(C)Cc1ccc(CNCCN2CCNC2=C(C#N)C#N)o1,active,314.39300000000003,0.5947600000000013,2.0,7.0,6.4089353929735005
54,CHEMBL346733,CCN(C)Cc1ccc(CNCCN2CCNC2=C(C#N)C#N)o1,active,328.42,0.9848600000000001,2.0,7.0,6.366531544420414
55,CHEMBL416464,COc1ccc(C(=O)/C(=N/O)SCCN(C)C)cc1,inactive,282.36499999999995,1.9604,1.0,6.0,3.0
56,CHEMBL1203539,CCN(CC)Cc1ccc(CNCCN2CCNC2=C(C#N)C#N)o1.Cl,active,378.9080000000001,1.7967600000000008,2.0,7.0,6.221848749616356
58,CHEMBL296786,CC[N+](C)(CC)CCS/C(=N\O)C(=O)c1ccc(Cl)cc1.[Cl-],inactive,365.326,0.534,1.0,4.0,3.0
59,CHEMBL63173,CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCN4CCOCC4)ccc3N(C)[C@@H]12,inactive,402.5390000000002,2.2565,1.0,6.0,4.6777807052660805
60,CHEMBL433041,CCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,active,359.5140000000002,4.114500000000003,1.0,4.0,6.5376020021010435
61,CHEMBL292788,CN1CC[C@@]2(C)c3cc(OC(=O)NCCN4CCOCC4)ccc3N(C)[C@@H]12,active,374.4850000000001,1.4763000000000004,1.0,6.0,6.154901959985743
62,CHEMBL33051,NC(=O)c1cc[n+](COC[n+]2ccccc2/C=N/O)cc1.[Cl-].[Cl-],inactive,359.21299999999997,-6.191599999999997,2.0,4.0,3.337242168318426
63,CHEMBL155392,CNC(NCCNCc1ccc(CN(C)C)o1)=C(C#N)C#N,active,302.38200000000006,0.4985600000000012,3.0,7.0,6.200659450546418
65,CHEMBL543546,CC(C)N(CCS/C(=N\O)C(=O)c1ccc(Cl)cc1)C(C)C.Cl,inactive,379.353,4.5842000000000045,1.0,5.0,3.4814860601221125
66,CHEMBL1420,C[n+]1ccccc1C=NO,inactive,137.162,0.3191999999999999,1.0,2.0,3.4685210829577446
67,CHEMBL556172,CCN(CC)CCS/C(=N\O)C(=O)c1ccccc1.Cl,inactive,316.854,3.1538000000000017,1.0,5.0,3.0
68,CHEMBL154263,CC1CCN(Cc2ccc(CNCCN3CCNC3=C(C#N)C#N)o2)CC1,active,368.4850000000001,1.76506,2.0,7.0,6.5376020021010435
69,CHEMBL544669,CCN(CC)CCS/C(=N\O)C(=O)c1ccc(Br)cc1.Cl,inactive,395.74999999999994,3.9163000000000037,1.0,5.0,3.677780705266081
70,CHEMBL62664,CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCCCCCCCCN4CCOCC4)ccc3N(C)[C@@H]12,active,500.72800000000046,4.987200000000005,1.0,6.0,7.3979400086720375
71,CHEMBL155111,N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CCCC2)o1,active,340.43100000000015,1.1289599999999989,2.0,7.0,7.096910013008056
72,CHEMBL1203534,Cl.N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CC=CCC2)o1,active,388.9030000000002,1.7168599999999998,2.0,7.0,7.022276394711152
73,CHEMBL541044,CN(C)CCS/C(=N\O)C(=O)c1ccc(Br)cc1.Cl,inactive,367.69599999999997,3.136100000000002,1.0,5.0,3.1487416512809245
74,CHEMBL543779,CCN(CC)CCS/C(=N\O)C(=O)c1ccc(C#N)cc1.Cl,inactive,341.864,3.0254800000000013,1.0,6.0,3.744727494896694
75,CHEMBL155495,CNC(NCCNCc1ccc(COC)o1)=C(C#N)C#N,inactive,289.339,0.5833600000000008,3.0,7.0,4.698970004336019
76,CHEMBL64011,CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCCCCCCN4CCOCC4)ccc3N(C)[C@@H]12,active,472.6740000000004,4.207000000000003,1.0,6.0,7.221848749616356
77,CHEMBL65585,CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCCCCCCCCCN4CCOCC4)ccc3N(C)[C@@H]12,active,514.7550000000006,5.377300000000006,1.0,6.0,7.154901959985743
78,CHEMBL347539,CNC(NCCNCc1ccc(CN2CCCC2)o1)=C(C#N)C#N,active,328.4200000000001,1.0327600000000006,3.0,7.0,6.552841968657781
79,CHEMBL154433,N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CCOCC2)o1,inactive,356.4300000000002,0.36536000000000035,2.0,8.0,4.958607314841775
81,CHEMBL1790041,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,active,314.411,1.4589999999999999,2.0,7.0,6.187086643357144
82,CHEMBL65356,CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCCCN4CCOCC4)ccc3N(C)[C@@H]12,active,430.59300000000025,3.0367000000000015,1.0,6.0,6.031517051446065
83,CHEMBL154366,CC1CCCN(Cc2ccc(CNCCN3CCNC3=C(C#N)C#N)o2)C1,active,368.4850000000001,1.7650599999999999,2.0,7.0,6.431798275933005
85,CHEMBL416644,CC[N+](C)(CC)CCS/C(=N\O)C(=O)c1ccc(F)cc1.[Cl-],inactive,348.871,0.01970000000000144,1.0,4.0,3.1426675035687315
86,CHEMBL94,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,active,275.352,1.7739,1.0,4.0,7.522878745280337
88,CHEMBL65018,CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCCCCCN4CCOCC4)ccc3N(C)[C@@H]12,active,458.64700000000033,3.816900000000002,1.0,6.0,7.096910013008056
89,CHEMBL296277,CC[N+](C)(CC)CCS/C(=N\O)C(=O)c1ccc(C#N)cc1.[Cl-],inactive,355.8910000000001,-0.2477199999999986,1.0,5.0,3.0
90,CHEMBL66309,CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCCCCN4CCOCC4)ccc3N(C)[C@@H]12,active,444.6200000000003,3.426800000000002,1.0,6.0,6.42021640338319
92,CHEMBL296560,C[N+](C)(C)CCS/C(=N\O)C(=O)c1ccc(Br)cc1.[I-],inactive,473.174,-0.13709999999999978,1.0,4.0,3.0
93,CHEMBL152260,N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CCCC(O)C2)o1,active,370.45700000000016,0.4898599999999996,3.0,8.0,6.431798275933005
95,CHEMBL296669,CN(C)CCCS/C(=N\O)C(=O)c1ccc(Br)cc1.O=C(O)C(=O)O,inactive,435.2960000000001,2.26,3.0,7.0,3.0
96,CHEMBL1203538,Cl.N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CCCCCC2)o1,active,404.9460000000003,2.33096,2.0,7.0,6.920818753952375
97,CHEMBL19060,COc1ccccc1CNCCCCCCNCCSSCCNCCCCCCNCc1ccccc1OC,inactive,590.9440000000003,6.264600000000006,4.0,8.0,1.0
98,CHEMBL422977,COc1ccccc1CNCCCCCCNCCCCCCCNCCCCCCNCc1ccccc1OC,inactive,568.8910000000004,6.833700000000007,4.0,6.0,1.0
99,CHEMBL11805,COc1ccccc1CN(C)CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(C)Cc1ccccc1OC,inactive,666.9920000000003,7.64580000000001,0.0,6.0,1.0
100,CHEMBL302179,COc1ccccc1CNCCCCCCNCCCCCCNCCCCCCNCc1ccccc1OC,inactive,554.8640000000004,6.443600000000006,4.0,6.0,1.0
101,CHEMBL94,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,inactive,275.352,1.7739,1.0,4.0,1.0
102,CHEMBL27673,COc1ccccc1CNCCCCCCNCCCCCCCCNCCCCCCNCc1ccccc1OC,inactive,582.9180000000005,7.223800000000008,4.0,6.0,1.0
103,CHEMBL132377,COc1ccccc1CNCCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCNCc1ccccc1OC,inactive,638.9380000000004,6.961400000000008,2.0,6.0,1.0
104,CHEMBL132133,NCCCCCCNCCSSCCNCCCCCCN,inactive,350.6420000000003,2.5851999999999995,4.0,6.0,1.0
105,CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,inactive,198.26899999999992,2.695800000000001,1.0,2.0,1.0
106,CHEMBL134488,COc1ccccc1CNCCCCCC(=O)NCCCCCCCCNC(=O)CCCCCNCc1ccccc1OC,inactive,610.8840000000005,6.2770000000000055,4.0,6.0,1.0
107,CHEMBL134382,COc1ccccc1CNCCCCCCNCCCCCNCCCCCCNCc1ccccc1OC,inactive,540.8370000000003,6.053500000000005,4.0,6.0,1.0
109,CHEMBL286990,C[n+]1ccn(COCC(C)(C)[N+](=O)[O-])c1/C=N/O.[Cl-],inactive,292.72299999999996,-2.8458999999999968,1.0,6.0,4.97469413473523
110,CHEMBL294891,C/C=C1\C2C=C(C(F)(F)F)CC1(N)c1ccc(O)nc1C2,active,296.29200000000003,2.9522000000000004,2.0,3.0,6.3979400086720375
111,CHEMBL1255901,C/C=C1\[C@H]2C=C(C)C[C@@]1(N)c1ccc(=O)[nH]c1C2,active,242.32199999999997,1.9975,2.0,2.0,8.301029995663981
112,CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,active,198.26899999999992,2.695800000000001,1.0,2.0,6.5951662833800615
113,CHEMBL89011,Nc1c2c(nc3ccccc13)-c1ccccc1CO2,inactive,248.28499999999997,3.376400000000002,1.0,3.0,3.6108339156354674
114,CHEMBL748,C[n+]1ccccc1/C=N/O.[Cl-],inactive,172.615,-2.6767999999999983,1.0,2.0,3.4365189146055894
115,CHEMBL50608,Nc1cc(-c2ccccc2)nc2ccccc12,inactive,220.275,3.4840000000000018,1.0,2.0,4.940058111938045
117,CHEMBL27675,C[n+]1ccn(COCCS(C)(=O)=O)c1/C=N/O.[Cl-],inactive,297.764,-3.856599999999996,1.0,6.0,4.576754126063192
119,CHEMBL60167,Nc1c2c(nc3ccccc13)-c1ccccc1C2,active,232.28599999999997,3.388200000000001,1.0,2.0,6.170053304058364
121,CHEMBL314800,Nc1c2c(nc3ccccc13)-c1ccccc1CS2,inactive,264.35299999999995,4.0897000000000014,1.0,3.0,4.730954290342377
122,CHEMBL553212,C[n+]1ccn(CCN2CCCC2)c1/C=N/O.[Cl-],inactive,258.753,-2.779499999999996,1.0,4.0,4.747146969020107
124,CHEMBL315013,COc1cc2cc(C(=O)CC(O)C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],active,534.5160000000002,1.9129999999999998,1.0,5.0,6.6595558851598815
125,CHEMBL155754,C/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)c(Cl)c21,active,305.76500000000004,2.915000000000001,1.0,4.0,6.638272163982407
126,CHEMBL314658,COc1cc2cc(C(=O)CC3=CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],active,502.47400000000016,2.472200000000001,0.0,4.0,6.1249387366083
127,CHEMBL87170,COc1cc2cc(C(=O)CCc3cc[n+](Cc4ccccc4)cc3)sc2cc1OC,active,418.53800000000007,5.069800000000005,0.0,4.0,8.337242168318426
128,CHEMBL87959,COc1cc2cc(C(=O)CCC3CC[N+](C)(CCOc4ccccc4)CC3)sc2cc1OC.[Br-],active,548.5430000000001,2.8210000000000015,0.0,5.0,6.4089353929735005
130,CHEMBL82810,COc1cc2cc(C(=O)CCc3cc[n+](CC4CCC4)cc3)sc2cc1OC.[Br-],active,476.4360000000001,1.8256000000000003,0.0,4.0,7.3979400086720375
131,CHEMBL157182,C/N=C1/CCc2c1n(C)c1cc(Cl)c(OC(=O)NC)cc21,active,305.765,2.915000000000001,1.0,4.0,6.173925197299173
132,CHEMBL88049,COc1cc2cc(C(=O)CCCCC3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],active,546.5710000000001,3.722400000000003,0.0,4.0,6.958607314841775
133,CHEMBL87128,CC[n+]1ccc(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)cc1.[Br-],active,436.37100000000004,1.0453999999999999,0.0,4.0,6.552841968657781
134,CHEMBL160219,CNC(=O)Oc1ccc2c(c1)c1c(n2C)/C(=N\CCc2ccccc2)CC1,active,361.4450000000001,3.874500000000003,1.0,4.0,6.795880017344075
135,CHEMBL445916,CCCn1c2c(c3c(Br)c(OC(=O)NC)ccc31)CC/C2=N/CC,active,392.2970000000002,4.287200000000003,1.0,4.0,6.638272163982407
136,CHEMBL85473,COc1cc2cc(C(O)C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],inactive,492.47900000000016,2.0126999999999997,1.0,4.0,4.708187312532881
137,CHEMBL314502,COc1cc2cc(C(=O)CCC3CC[N+](C)(CC#N)CC3)sc2cc1OC.[Br-],active,467.4290000000001,1.2655800000000001,0.0,5.0,6.0
138,CHEMBL87320,COCC[N+]1(C)CCC(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)CC1.[Br-],active,486.4720000000002,1.3884000000000007,0.0,5.0,7.275724130399211
139,CHEMBL87280,COC(=O)c1ccc(C[n+]2ccc(CCC(=O)c3cc4cc(OC)c(OC)cc4s3)cc2)cc1,active,476.5740000000002,4.856400000000004,0.0,6.0,6.0
141,CHEMBL313809,COc1cc2cc(C(=O)C=C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],active,502.47400000000016,2.472200000000001,0.0,4.0,6.2839966563652006
142,CHEMBL87849,COc1cc2cc(C(=O)CCc3cc[n+](Cc4ccc(F)cc4)cc3)sc2cc1OC,active,436.5280000000001,5.208900000000005,0.0,4.0,8.585026652029182
143,CHEMBL314398,COc1cc2cc(C(=O)CC(OC)C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],active,548.5430000000002,2.567100000000001,0.0,5.0,6.920818753952375
144,CHEMBL87373,COc1cc2cc(C(=O)CCc3cc[n+](CC4CC4)cc3)sc2cc1OC.[Br-],active,462.40900000000005,1.4355,0.0,4.0,6.958607314841775
146,CHEMBL83005,COc1cc2cc(C(=O)CC3(O)CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],active,520.4890000000001,1.6669999999999998,1.0,5.0,7.045757490560675
147,CHEMBL315515,COc1cc2cc(C(=O)CCC3CC[N+](C)(CC4CCCCO4)CC3)sc2cc1OC.[Br-],active,526.5370000000003,2.3110999999999997,0.0,5.0,7.552841968657781
148,CHEMBL441632,COc1cc2cc(C(=O)CCc3cc[n+](C)cc3)sc2cc1OC.[Br-],active,422.34400000000005,0.5624999999999998,0.0,4.0,6.045757490560675
149,CHEMBL87937,COCC[n+]1ccc(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)cc1,active,386.4930000000001,3.667900000000003,0.0,5.0,7.522878745280337
150,CHEMBL441808,COc1cc2cc(C(=O)CC(O)CCC3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],active,562.5700000000002,2.693200000000001,1.0,5.0,6.42021640338319
151,CHEMBL87649,COc1cc2cc(C(=O)CCc3cc[n+](Cc4ccsc4)cc3)sc2cc1OC,active,424.56700000000006,5.131300000000005,0.0,5.0,8.221848749616356
152,CHEMBL160836,CC/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)c(Br)c21,active,364.24300000000005,3.414200000000002,1.0,4.0,6.853871964321762
153,CHEMBL156861,C/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)c(Br)c21,active,350.216,3.0241000000000016,1.0,4.0,6.7447274948966935
154,CHEMBL314766,COC(=O)C[N+]1(C)CCC(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)CC1.[Br-],active,500.4550000000002,0.9150000000000009,0.0,6.0,7.267606240177032
155,CHEMBL315013,COc1cc2cc(C(=O)CC(O)C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],active,534.5160000000002,1.9129999999999998,1.0,5.0,6.1771783546968955
156,CHEMBL88026,COc1cc2cc(C(=O)CCC3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],active,518.517,2.9422000000000015,0.0,4.0,8.096910013008056
157,CHEMBL86233,COc1cc2cc(CC3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],inactive,476.48000000000013,2.5218000000000007,0.0,3.0,5.0
158,CHEMBL155350,CC/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)c(Cl)c21,active,319.7920000000001,3.3051000000000013,1.0,4.0,6.795880017344075
159,CHEMBL433041,CCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,active,359.5140000000002,4.114500000000003,1.0,4.0,8.045757490560675
161,CHEMBL87980,C=CC[n+]1ccc(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)cc1.[Br-],active,448.38200000000006,1.2114999999999998,0.0,4.0,6.267606240177032
162,CHEMBL87441,CCOCC[n+]1ccc(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)cc1,active,400.5200000000001,4.058000000000003,0.0,5.0,8.154901959985743
163,CHEMBL315013,COc1cc2cc(C(=O)CC(O)C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],active,534.5160000000002,1.9129999999999998,1.0,5.0,7.366531544420414
164,CHEMBL158946,C/N=C1/CCc2c1n(C)c1ccc(OC(=O)N(C)C)c(Br)c21,active,364.24300000000005,3.3663000000000025,0.0,4.0,7.221848749616356
165,CHEMBL315013,COc1cc2cc(C(=O)CC(O)C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],active,534.5160000000002,1.9129999999999998,1.0,5.0,6.721246399047171
167,CHEMBL609440,COc1cc2cc(C(=O)CCc3cc[n+](Cc4ccc([N+](=O)[O-])o4)cc3)sc2cc1OC.[Br-],active,533.4000000000001,1.5750000000000004,0.0,7.0,8.346787486224656
169,CHEMBL313271,COc1cc2cc(C(=O)CCC3CC[N+](C)(Cc4ccc([N+](=O)[O-])o4)CC3)sc2cc1OC.[Br-],active,553.4750000000001,2.4434000000000005,0.0,7.0,7.494850021680094
170,CHEMBL423313,COc1cc2cc(C(=O)CCC3CC[N+](C)(CC(=O)OC(C)(C)C)CC3)sc2cc1OC.[Br-],active,542.5360000000003,2.0837,0.0,6.0,7.102372908709558
171,CHEMBL309667,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCNC1N2,active,247.29799999999997,1.4073999999999998,3.0,4.0,7.962573502059376
172,CHEMBL419470,C[C@@]12CCNC1Nc1ccc(OC(=O)Nc3ccccc3)cc12,active,309.369,3.3001000000000014,3.0,4.0,7.655607726314889
173,CHEMBL80221,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2Cc1ccccc1,active,351.45000000000005,3.3443000000000023,1.0,4.0,6.79317412396815
174,CHEMBL94,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,active,275.352,1.7739,1.0,4.0,7.554395796726403
175,CHEMBL431844,Nc1c2c(nc3ccccc13)C1CCC2C1,active,210.27999999999994,3.181700000000002,1.0,2.0,7.501689446210399
176,CHEMBL80247,CN1c2ccc(OC(=O)Nc3ccccc3)cc2[C@]2(C)CCNC12,active,323.3960000000001,3.3244000000000016,2.0,4.0,7.860120913598763
177,CHEMBL418917,CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3NC12,active,323.396,3.6423000000000014,2.0,4.0,7.38933983691012
179,CHEMBL369661,Nc1c2c(nc3c(Cl)cccc13)CCCC2,active,232.71399999999997,3.3492000000000015,1.0,2.0,7.161780778092374
180,CHEMBL94,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,active,275.352,1.7739,1.0,4.0,7.214670164989233
181,CHEMBL502,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,active,379.50000000000017,4.361100000000004,0.0,4.0,8.63264407897398
